horizon,mse,rmse,mae,mape,mdape,smape,coverage
74 days,1306.359604765089,36.14359700922266,27.04798976105812,0.49118008919270867,0.42256372358965916,0.42144873270454336,0.8703703703703703
75 days,1218.8953734507827,34.912682129145885,25.63295638584559,0.461792195392288,0.3503014187116995,0.40258287984862257,0.8888888888888888
76 days,1049.6522469297254,32.39833710130391,23.388182306314366,0.41253332389251357,0.3154734378062771,0.37132784186859324,0.9074074074074074
77 days,963.7484407969561,31.044298040009796,22.071062259243835,0.3446890184389415,0.2717436050363614,0.3427330516030412,0.9259259259259259
78 days,887.8249897570647,29.79639222719866,20.731423671712555,0.3129681035932718,0.2680118718118183,0.3253147546304458,0.9259259259259259
79 days,991.930376061416,31.494926195522606,21.10851516476951,0.43607992966367726,0.2717436050363614,0.3389170868664583,0.9259259259259259
80 days,988.608178069425,31.442140163631116,21.328275938885085,0.45143654460440774,0.29358251886258635,0.3496925225806457,0.9259259259259259
81 days,886.5644645781837,29.77523240174934,19.82477411145701,0.4459845261060539,0.2717436050363614,0.3479388321385355,0.9444444444444444
82 days,703.5907144517184,26.525284436773124,18.94341346017292,0.4553306860398808,0.28006817024728137,0.35637233740036034,0.9629629629629629
83 days,563.1517951488576,23.730819521222976,17.107495762841157,0.44667038028947936,0.2897134264681706,0.3461291109451875,0.9814814814814815
84 days,562.7481712194784,23.722313783007728,17.187811311450794,0.48885910069128663,0.29785415888239997,0.36541124140551323,0.9814814814814815
85 days,550.5598814584336,23.46401247567077,16.748359553139053,0.5284654571035046,0.29785415888239997,0.36975880201015665,0.9814814814814815
86 days,576.7165308344166,24.014923086164917,17.285583504157078,0.5707293317953421,0.31601667273035894,0.3853938138705144,0.9814814814814815
87 days,575.2968205592542,23.98534595454596,17.194135065104504,0.581589238614256,0.31601667273035894,0.3908995057820985,0.9814814814814815
88 days,466.88469138984146,21.607514697202948,16.8487742706522,0.47887759063080215,0.31601667273035894,0.3949523730662769,1.0
89 days,520.9451076661197,22.82422195094763,17.6829960487041,0.5471363106160171,0.3350443517503774,0.4341706130641094,0.9814814814814815
90 days,505.24515007548916,22.4776589100264,17.237514163134577,0.5554517494364968,0.34309746710525013,0.4333679439226821,0.9814814814814815
