horizon,mse,rmse,mae,mape,mdape,smape,coverage
46 days,1053.993631409352,32.46526807850741,20.759870785729046,0.600241314863275,0.40279658012469877,0.4481558844098004,0.7407407407407407
47 days,1131.7904149651406,33.642092904056085,22.012637296881476,0.6522101856857264,0.45368899437367116,0.4751346899621704,0.7037037037037037
48 days,1105.1539173798706,33.2438553326757,21.305010360208744,0.6360422792175262,0.43385690470962884,0.4759996688403183,0.7222222222222222
49 days,1100.7511383898677,33.17756980837909,21.663231159291897,0.6410420799510901,0.40956852756636586,0.497580247117124,0.7407407407407407
50 days,1057.7457478605927,32.52300336470469,21.45923362768776,0.6510466941352603,0.43555703312262295,0.5106000652678289,0.7407407407407407
51 days,874.8346506813706,29.577603869843323,19.868424937493494,0.6003117548562368,0.43483282322356565,0.4983950126035164,0.7592592592592593
52 days,599.7580226233133,24.48995758720936,17.312163851224273,0.5861560335130113,0.43483282322356565,0.48607987422785387,0.7962962962962963
53 days,410.4456370168563,20.25945796453736,14.672450702309746,0.4920930559822779,0.40304727761968956,0.4437832603448745,0.8333333333333334
54 days,438.43591958981585,20.938861468327637,15.2803903311067,0.47524040147829427,0.3433291753960903,0.43362855312608733,0.8148148148148148
55 days,542.6642903733427,23.295155942241355,16.09544505338343,0.8920403916064593,0.40304727761968956,0.4535154711837603,0.8148148148148148
56 days,395.5448642695835,19.888309738878856,13.952210569515744,0.8316858118614732,0.3362516708750328,0.4244702043133663,0.8703703703703703
57 days,452.9253574849415,21.28204307591124,14.539728349876173,0.8600195095659429,0.34872562854492173,0.4230464725651221,0.8518518518518519
58 days,476.44986129224634,21.827731473798334,14.425794799345887,0.868353436674393,0.36094113330602334,0.42205650758898844,0.8333333333333334
59 days,454.29828620173583,21.314274235866815,13.729108854071455,0.8608065691343657,0.36094113330602334,0.41171985488275464,0.8518518518518519
60 days,431.1105570645918,20.763201994504406,13.212950381685502,0.8474382444388185,0.3597964894890713,0.3966534998534282,0.8703703703703703
61 days,427.03254942834474,20.66476589338347,13.147143145978502,0.7978216498106392,0.3499048685470606,0.3805660219964902,0.8703703703703703
62 days,447.63350137703674,21.157351000941414,13.55521442127292,0.8965434336077157,0.3238104601548108,0.3968216398614132,0.8703703703703703
63 days,392.70710826653783,19.816839007938118,12.487133064582858,0.8890679874180226,0.303373337080583,0.3903150577184946,0.9074074074074074
64 days,267.94106789613227,16.368905519188882,10.970444557273376,0.4455167828611388,0.2261035408543282,0.34676153086857486,0.9259259259259259
65 days,272.2329633243011,16.499483729023193,10.952222213739699,0.4468182422761607,0.23672339901663872,0.34109208583595696,0.9259259259259259
66 days,222.64220578955454,14.921199877675875,10.55743660424865,0.41858258809356924,0.24259323548435435,0.3314319983156985,0.9444444444444444
67 days,268.73789738399614,16.39322718027162,11.05212867982723,0.46277612919311334,0.2456506783712351,0.33161659726720033,0.9444444444444444
68 days,283.76284989345277,16.845261941966136,11.33317892279629,0.43747838855586074,0.24795563699093703,0.31146843040004546,0.9259259259259259
69 days,282.73712285836376,16.814788813968605,11.230790054232532,0.41567189529385395,0.24259323548435435,0.2892418588293304,0.9259259259259259
70 days,289.1521214582974,17.004473571925047,11.357905992210988,0.4257561892462584,0.24795563699093703,0.28999665000268976,0.9259259259259259
71 days,285.6826243180587,16.902148511892168,11.440187928221993,0.33199037710814383,0.24907288179594156,0.27651598613898304,0.9074074074074074
72 days,296.7972460461783,17.227804446480647,12.006052395848437,0.3473167949050531,0.252774523796334,0.3036675961199546,0.9074074074074074
73 days,300.57397883790355,17.337069499713714,12.168563588044192,0.3551447038434561,0.2658111252615884,0.31718560812754276,0.9074074074074074
